month,position,artist,album,indicativerevenue,us,uk,de,fr,ca,au
"Sep 2019","26","Original Soundtrack","The Greatest Showman","2203.905","51","7","87","163","73","12"
"Sep 2019","27","Queen","Greatest Hits","2203.324","17","36","-","-","47","22"
"Sep 2019","28","Luke Combs","This One's For You","2149.023","18","-","-","-","21","15"
"Sep 2019","29","Various Artists","Dreamville & J. Cole: Revenge Of The Dreamers III","2144.629","13","-","-","-","30","-"
"Sep 2019","30","XXXTentacion","Question Mark","2122.315","19","70","56","77","22","41"
"Sep 2019","31","Jonas Brothers","Happiness Begins","2072.337","20","-","-","119","13","-"
"Sep 2019","32","Post Malone","Stoney","2071.731","27","47","-","-","33","35"
"Sep 2019","33","Queen","Bohemian Rhapsody (Soundtrack)","1969.283","95","8","96","33","15","13"
"Sep 2019","34","DaBaby","Baby On Baby","1920.531","21","-","-","-","37","-"
"Sep 2019","35","Melanie Martinez","K-12","1842.616","3","6","27","81","10","6"
"Sep 2019","36","Rick Ross","Port of Miami 2","1797.312","8","-","-","-","47","-"
"Sep 2019","37","Mustard","Perfect Ten","1778.638","25","-","-","-","28","-"
"Sep 2019","38","Polo G","Die A Legend","1693.662","28","-","-","-","36","-"
"Sep 2019","39","BrockHampton","Ginger","1665.919","3","11","-","-","10","3"
"Sep 2019","40","Drake","Care Package","1637.781","20","89","-","-","20","-"
"Sep 2019","41","Eminem","Curtain Call - The Hits","1631.060","64","28","-","-","30","42"
"Sep 2019","42","Dan & Shay","Dan + Shay","1598.773","33","-","-","-","44","-"
"Sep 2019","43","A Boogie Wit Da Hoodie","Hoodie SZN","1582.849","34","-","-","-","26","-"
"Sep 2019","44","Juice WRLD","Goodbye & Good Riddance","1558.245","37","-","-","-","42","-"
"Sep 2019","45","Chance The Rapper","The Big Day","1518.710","26","-","-","-","34","-"
"Sep 2019","46","Original Soundtrack","Descendants 3","1516.547","24","-","-","-","65","37"
"Sep 2019","47","Meek Mill","Championships","1482.276","38","-","-","-","71","-"
"Sep 2019","48","Bob Marley","Legend, The Best Of Bob Marley","1469.984","63","22","-","-","70","-"
"Sep 2019","49","Juice WRLD","Death Race For Love","1463.441","42","-","-","-","51","-"
"Sep 2019","50","Cardi B","Invasion Of Privacy","1454.499","39","-","-","-","66","48"
"Oct 2019","1","Post Malone","Hollywood's Bleeding","6185.283","1","4","14","25","1","1"
"Oct 2019","2","Taylor Swift","Lover","4739.838","3","8","31","92","2","2"
"Oct 2019","3","Billie Eilish","When We All Fall Asleep, Where Do We Go?","4693.975","7","8","19","38","6","6"
"Oct 2019","4","Ed Sheeran","No.6 Collaborations Project","4621.049","11","2","17","21","3","2"
"Oct 2019","5","The Beatles","Abbey Road","3900.652","3","1","2","-","3","2"
"Oct 2019","6","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","3464.955","25","3","36","102","8","22"
"Oct 2019","7","Lil Tecca","We Love You Tecca","3449.634","5","32","-","78","3","22"
"Oct 2019","8","Chris Brown","Indigo","3268.193","6","45","-","105","19","21"
"Oct 2019","9","Lizzo","Cuz I Love You","3113.038","6","31","-","132","9","26"
"Oct 2019","10","Travi$ Scott","Astroworld","3090.287","15","52","84","80","17","24"
"Oct 2019","11","Young Thug","So Much Fun","2985.487","4","-","-","127","8","-"
"Oct 2019","12","DaBaby","Kirk","2875.602","1","24","98","87","2","11"
"Oct 2019","13","Post Malone","Beerbongs & Bentleys","2865.957","14","37","-","181","13","14"
"Oct 2019","14","Lil Nas X","7 (EP)","2635.576","10","-","-","54","10","47"
"Oct 2019","15","Ed Sheeran","(Divide)","2615.844","44","14","77","-","23","8"
"Oct 2019","16","Khalid","Free Spirit","2568.364","16","53","-","-","15","10"
"Oct 2019","17","Drake","Scorpion","2562.981","22","47","-","151","19","27"
"Oct 2019","18","Elton John","Diamonds","2546.834","29","16","-","175","14","9"
"Oct 2019","19","Lana Del Rey","Norman Fucking Rockwell!","2537.331","19","-","36","43","13","10"
"Oct 2019","20","Billie Eilish","Don't Smile At Me","2530.093","30","30","88","141","29","32"
"Oct 2019","21","Melanie Martinez","K-12","2498.716","12","21","73","-","19","14"
"Oct 2019","22","Shawn Mendes","Shawn Mendes","2498.343","17","96","-","72","7","29"
"Oct 2019","23","Ariana Grande","Thank U, Next","2381.935","30","30","-","106","30","27"
"Oct 2019","24","Lady Gaga & Bradley Cooper","A Star Is Born","2307.032","54","37","78","18","26","13"
"Oct 2019","25","NF","The Search","2286.482","20","82","-","-","20","38"
"Oct 2019","26","Luke Combs","This One's For You","2238.018","19","-","-","-","16","11"
"Oct 2019","27","Summer Walker","Over It","2172.824","2","7","-","63","4","17"
"Oct 2019","28","Various Artists","Quality Control: Control The Streets, Volume 2","2169.764","12","-","-","-","25","-"
"Oct 2019","29","Post Malone","Stoney","2152.615","29","71","-","-","29","37"
"Oct 2019","30","Original Soundtrack","The Greatest Showman","2137.860","54","9","87","-","66","20"
"Oct 2019","31","XXXTentacion","Question Mark","2029.138","36","64","-","93","36","44"
"Oct 2019","32","Queen","Greatest Hits","1985.367","22","36","-","-","-","34"
"Oct 2019","33","blink-182","Nine","1932.523","3","3","4","147","5","4"
"Oct 2019","34","DaBaby","Baby On Baby","1908.584","18","-","-","-","37","-"
"Oct 2019","35","Various Artists","Dreamville & J. Cole: Revenge Of The Dreamers III","1873.766","15","-","-","-","36","-"
"Oct 2019","36","Jonas Brothers","Happiness Begins","1839.115","26","-","-","139","28","-"
"Oct 2019","37","Tool","Fear Inoculum","1794.947","25","-","25","188","14","9"
"Oct 2019","38","Queen","Bohemian Rhapsody (Soundtrack)","1761.320","136","7","81","40","29","13"
"Oct 2019","39","Kevin Gates","I'm Him","1759.202","4","-","-","-","28","-"
"Oct 2019","40","Mustard","Perfect Ten","1747.890","27","-","-","-","29","-"
"Oct 2019","41","The Lumineers","III","1737.987","2","83","-","-","2","23"
"Oct 2019","42","The Beatles","1","1667.209","48","28","-","-","48","-"
"Oct 2019","43","Juice WRLD","Goodbye & Good Riddance","1601.122","38","-","-","-","42","-"
"Oct 2019","44","Polo G","Die A Legend","1601.005","33","-","-","-","39","-"
"Oct 2019","45","A Boogie Wit Da Hoodie","Hoodie SZN","1599.361","34","-","-","-","25","-"
"Oct 2019","46","Eminem","Curtain Call - The Hits","1586.585","63","32","-","-","39","36"
"Oct 2019","47","Dan & Shay","Dan + Shay","1582.006","35","-","-","-","49","-"
"Oct 2019","48","Fleetwood Mac","Rumours","1535.026","70","11","-","-","76","49"
"Oct 2019","49","Lauren Daigle","Look Up Child","1513.303","30","-","-","-","-","-"
"Oct 2019","50","Dermot Kennedy","Without Fear","1476.423","18","1","11","148","11","37"
"Nov 2019","1","Post Malone","Hollywood's Bleeding","5507.975","1","8","46","48","1","1"
"Nov 2019","2","Billie Eilish","When We All Fall Asleep, Where Do We Go?","4242.875","6","15","36","44","5","6"
"Nov 2019","3","Ed Sheeran","No.6 Collaborations Project","4108.969","13","3","41","41","3","2"
"Nov 2019","4","Taylor Swift","Lover","3991.318","4","20","34","161","4","4"
"Nov 2019","5","Summer Walker","Over It","3681.577","3","22","-","-","5","19"
"Nov 2019","6","YoungBoy Never Broke Again","AI YoungBoy 2","3335.201","1","-","-","-","11","-"
"Nov 2019","7","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","3275.220","21","4","54","109","8","22"
"Nov 2019","8","DaBaby","Kirk","2989.017","4","-","-","159","9","34"
"Nov 2019","9","Lil Tecca","We Love You Tecca","2761.727","11","66","-","132","6","25"
"Nov 2019","10","Lil Tjay","True 2 Myself","2733.207","5","52","-","-","2","-"
"Nov 2019","11","Chris Brown","Indigo","2687.718","9","84","-","181","22","21"
"Nov 2019","12","Young Thug","So Much Fun","2678.865","7","-","-","148","9","-"
"Nov 2019","13","The Beatles","Abbey Road","2665.950","24","21","25","-","27","7"
"Nov 2019","14","Post Malone","Beerbongs & Bentleys","2660.714","15","48","-","-","17","15"
"Nov 2019","15","Lizzo","Cuz I Love You","2627.929","12","68","-","156","14","26"
"Nov 2019","16","Kanye West","JESUS IS KING (Soundtrack)","2607.050","1","-","-","-","1","-"
"Nov 2019","17","Travi$ Scott","Astroworld","2592.965","17","81","-","118","19","24"
"Nov 2019","18","Drake","Scorpion","2440.778","22","57","-","151","23","26"
"Nov 2019","19","Elton John","Diamonds","2311.473","30","22","-","-","21","10"
"Nov 2019","20","Luke Combs","This One's For You","2250.948","14","-","-","-","16","14"
"Nov 2019","21","Ariana Grande","Thank U, Next","2215.942","31","46","-","116","37","27"
"Nov 2019","22","Billie Eilish","Don't Smile At Me","2164.694","31","38","-","150","28","32"
"Nov 2019","23","Ed Sheeran","(Divide)","2157.164","47","18","98","-","26","8"
"Nov 2019","24","Lil Nas X","7 (EP)","2102.007","18","-","-","86","15","-"
"Nov 2019","25","Khalid","Free Spirit","2066.262","21","-","-","-","20","11"
"Nov 2019","26","Shawn Mendes","Shawn Mendes","1981.128","27","-","-","99","12","8"
"Nov 2019","27","Original Soundtrack","The Greatest Showman","1941.443","56","12","-","-","76","20"
"Nov 2019","28","Lady Gaga & Bradley Cooper","A Star Is Born","1923.773","63","51","-","20","31","13"
"Nov 2019","29","Kevin Gates","I'm Him","1905.684","14","-","-","-","79","-"
"Nov 2019","30","NF","The Search","1845.316","26","-","-","-","35","41"
"Nov 2019","31","Post Malone","Stoney","1836.363","28","91","-","-","32","39"
"Nov 2019","32","Queen","Greatest Hits","1785.842","23","24","-","-","-","-"
"Nov 2019","33","XXXTentacion","Question Mark","1770.054","42","82","-","109","41","46"
"Nov 2019","34","Various Artists","Quality Control: Control The Streets, Volume 2","1767.817","22","-","-","-","40","-"
"Nov 2019","35","Rex Orange County","Pony","1731.483","3","5","-","-","3","4"
"Nov 2019","36","DaBaby","Baby On Baby","1597.070","29","-","-","-","48","-"
"Nov 2019","37","Mustard","Perfect Ten","1585.488","34","-","-","-","36","-"
"Nov 2019","38","Jonas Brothers","Happiness Begins","1547.213","35","-","-","149","28","-"
"Nov 2019","39","Juice WRLD","Goodbye & Good Riddance","1528.684","38","-","-","-","42","-"
"Nov 2019","40","Gucci Mane","Woptober II","1486.562","9","-","-","-","28","-"
"Nov 2019","41","Wale","Wow... That's Crazy","1466.674","7","-","-","-","55","-"
"Nov 2019","42","James Blunt","Once Upon A Mind","1461.894","-","3","8","26","40","5"
"Nov 2019","43","Various Artists","Dreamville & J. Cole: Revenge Of The Dreamers III","1438.977","37","-","-","-","46","-"
"Nov 2019","44","A Boogie Wit Da Hoodie","Hoodie SZN","1438.478","43","-","-","-","32","-"
"Nov 2019","45","The Beatles","1","1419.111","61","50","-","-","52","-"
"Nov 2019","46","Queen","Bohemian Rhapsody (Soundtrack)","1412.071","180","12","-","44","29","16"
"Nov 2019","47","Old Dominion","Old Dominion","1405.461","9","-","-","-","21","-"
"Nov 2019","48","Original Cast","Hamilton: An American Musical","1397.622","39","-","-","-","-","-"
"Nov 2019","49","Jeff Lynne's ELO","From Out Of Nowhere","1391.847","47","1","14","130","64","12"
"Nov 2019","50","Dan & Shay","Dan + Shay","1379.590","40","-","-","-","51","-"
"Dec 2019","1","Post Malone","Hollywood's Bleeding","4662.201","2","20","66","82","1","4"
"Dec 2019","2","Billie Eilish","When We All Fall Asleep, Where Do We Go?","4478.591","5","10","26","36","7","8"
"Dec 2019","3","Original Soundtrack","Frozen II","4256.202","1","-","8","-","4","2"
"Dec 2019","4","Michael Buble","Christmas","4104.847","6","2","15","-","2","3"
"Dec 2019","5","Coldplay","Everyday Life","3769.942","7","1","4","10","3","1"
"Dec 2019","6","Taylor Swift","Lover","3666.079","4","32","-","187","4","5"
"Dec 2019","7","Ed Sheeran","No.6 Collaborations Project","3469.417","19","8","31","53","8","6"
"Dec 2019","8","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","3313.319","20","3","54","105","8","28"
"Dec 2019","9","Celine Dion","Courage","2909.129","1","12","30","14","1","2"
"Dec 2019","10","The Beatles","Abbey Road","2875.493","16","38","29","-","52","24"
"Dec 2019","11","Trippie Redd","A Love Letter To You 4","2792.851","1","32","-","122","6","47"
"Dec 2019","12","Luke Combs","What You See Is What You Get","2751.232","5","-","-","-","5","3"
"Dec 2019","13","Summer Walker","Over It","2644.985","7","60","-","-","23","-"
"Dec 2019","14","Robbie Williams","The Christmas Present","2589.074","-","1","1","85","-","1"
"Dec 2019","15","Pentatonix","The Best Of Pentatonix Christmas","2566.785","7","81","95","-","15","38"
"Dec 2019","16","Queen","Greatest Hits","2553.008","14","23","73","-","-","48"
"Dec 2019","17","Mariah Carey","Merry Christmas","2524.540","8","54","-","-","16","16"
"Dec 2019","18","DaBaby","Kirk","2415.145","8","-","-","187","14","-"
"Dec 2019","19","Billie Eilish","Don't Smile At Me","2410.263","29","33","99","149","27","28"
"Dec 2019","20","YoungBoy Never Broke Again","AI YoungBoy 2","2364.227","6","-","-","-","43","-"
"Dec 2019","21","Tory Lanez","Chixtape 5","2360.066","2","53","-","-","2","18"
"Dec 2019","22","Post Malone","Beerbongs & Bentleys","2294.807","17","72","-","-","21","21"
"Dec 2019","23","Leonard Cohen","Thanks For The Dance","2272.447","61","7","5","30","1","11"
"Dec 2019","24","Elton John","Diamonds","2220.826","35","15","-","-","27","14"
"Dec 2019","25","Ariana Grande","Thank U, Next","2189.612","28","59","-","117","42","35"
"Dec 2019","26","Juice WRLD","Goodbye & Good Riddance","2099.215","6","43","-","-","7","39"
"Dec 2019","27","Young Thug","So Much Fun","2053.414","13","-","-","128","16","-"
"Dec 2019","28","Rod Wave","Ghetto Gospel","2046.318","12","-","-","-","-","-"
"Dec 2019","29","The Who","WHO","2034.567","2","3","5","43","2","-"
"Dec 2019","30","Lizzo","Cuz I Love You","2029.624","22","76","-","172","28","36"
"Dec 2019","31","Nat King Cole","The Christmas Song","1957.868","11","96","-","-","48","-"
"Dec 2019","32","George Michael & Wham!","Last Christmas","1932.148","59","13","-","182","48","10"
"Dec 2019","33","Vince Guaraldi Trio","A Charlie Brown Christmas (Soundtrack)","1910.136","13","-","-","-","19","-"
"Dec 2019","34","Luke Combs","This One's For You","1824.509","18","-","-","-","26","17"
"Dec 2019","35","Drake","Scorpion","1816.791","27","81","-","177","25","33"
"Dec 2019","36","Khalid","Free Spirit","1800.264","29","-","-","-","30","15"
"Dec 2019","37","Travi$ Scott","Astroworld","1799.176","22","-","-","156","24","37"
"Dec 2019","38","Ed Sheeran","(Divide)","1797.819","55","31","-","-","32","13"
"Dec 2019","39","Chris Brown","Indigo","1797.594","16","-","-","-","45","46"
"Dec 2019","40","Original Soundtrack","The Greatest Showman","1760.402","67","20","-","197","73","31"
"Dec 2019","41","Camila Cabello","Romance","1756.589","3","14","55","62","1","6"
"Dec 2019","42","Juice WRLD","Death Race For Love","1744.480","10","67","-","191","13","46"
"Dec 2019","43","Jason Aldean","9","1723.567","2","-","-","-","14","16"
"Dec 2019","44","Roddy Ricch","Please Excuse Me For Being Antisocial","1708.023","1","39","-","174","4","-"
"Dec 2019","45","Kanye West","JESUS IS KING (Soundtrack)","1634.013","10","-","-","-","12","-"
"Dec 2019","46","Lady Gaga & Bradley Cooper","A Star Is Born","1615.272","86","74","-","14","37","30"
"Dec 2019","47","Lil Tecca","We Love You Tecca","1607.309","24","-","-","-","11","-"
"Dec 2019","48","Bing Crosby","The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection ","1601.669","18","-","-","-","-","-"
"Dec 2019","49","YNW Melly","Melly vs. Melvin","1552.769","8","-","-","-","17","-"
"Dec 2019","50","Rod Stewart & The Royal Philharmonic Orchestra","You're In My Heart","1546.752","-","1","23","-","-","3"
"Jan 2020","1","Harry Styles","Fine Line","5327.112","1","4","32","56","1","1"
"Jan 2020","2","Billie Eilish","When We All Fall Asleep, Where Do We Go?","5003.975","5","5","5","22","4","2"
"Jan 2020","3","Post Malone","Hollywood's Bleeding","4628.122","2","9","44","68","1","4"
"Jan 2020","4","Roddy Ricch","Please Excuse Me For Being Antisocial","4231.820","1","13","-","53","2","30"
"Jan 2020","5","Original Soundtrack","Frozen II","3793.151","5","-","3","-","6","3"
"Jan 2020","6","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","3705.939","20","1","30","71","7","7"
"Jan 2020","7","Ed Sheeran","No.6 Collaborations Project","3644.584","19","3","28","51","8","4"
"Jan 2020","8","Taylor Swift","Lover","3049.221","9","23","96","198","10","8"
"Jan 2020","9","Billie Eilish","Don't Smile At Me","2939.429","18","12","55","122","16","20"
"Jan 2020","10","Camila Cabello","Romance","2891.711","14","28","-","52","7","16"
"Jan 2020","11","JACKBOYS","Jackboys","2687.458","1","-","25","34","1","5"
"Jan 2020","12","DaBaby","Kirk","2426.957","6","-","-","136","8","40"
"Jan 2020","13","Young Thug","So Much Fun","2394.558","7","-","-","116","12","-"
"Jan 2020","14","Juice WRLD","Goodbye & Good Riddance","2331.277","12","51","-","-","14","48"
"Jan 2020","15","Summer Walker","Over It","2274.445","9","56","-","-","42","-"
"Jan 2020","16","Ed Sheeran","(Divide)","2265.922","46","15","69","-","22","14"
"Jan 2020","17","Post Malone","Beerbongs & Bentleys","2226.875","17","44","-","-","15","19"
"Jan 2020","18","Coldplay","Everyday Life","2216.075","122","7","12","21","33","16"
"Jan 2020","19","Queen","Greatest Hits","2211.280","23","12","90","-","-","34"
"Jan 2020","20","The Beatles","Abbey Road","2198.518","29","38","36","-","52","24"
"Jan 2020","21","Luke Combs","What You See Is What You Get","2192.222","12","-","-","-","14","10"
